componentId	repository	publishedPackageTypes	componentId-docker	additionalDockerImages	componentId-go	componentId-helm	additionalHelmCharts	componentId-ivy	additionalIvyPackages	discussionSlackChannel	botSlackChannel	alertSlackChannel	owningTeam	qlik-releaser	componentId-maven	additionalMavenPackages	componentId-npm	additionalNpmPackages	componentId-nuget	additionalNugetPackages	componentId-jira	production-approval	production-approval/compliance/antivirus	production-approval/compliance/api-governance	production-approval/compliance/dependencies	production-approval/compliance/package-metadata	production-approval/compliance/packages-existence	production-approval/compliance/security	production-approval/compliance/soc2	production-approval/compliance/sre-compliance	production-approval/compliance/sre-compliance-keys-operator	production-approval/compliance/sre-compliance-resource	production-approval/compliance/sre-compliance-resource-contract	production-approval/compliance/sre-compliance-slo	production-approval/compliance/static-compliance	production-approval/compliance/twistlock	production-approval/qmfe-qcs	primaryChampion	briefDescription	npmScope	releaseTrackBranches	domain	grafanaDashboardUrl	playbookUrl	productDeploymentName	hasNoCode	isDeprecated	codeCoverageExclusionReason	errors	warnings	intakeSuites	isJiraComponent
qmfe-embed		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false		[]	qmfe-embed	[]		[]	qmfe-embed	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	gabbaxx			[]					false	false	qmfe		qmfe-embed: component is part of QCS, QCG or LEF but the latest release tag (=v0.18.1) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
qmfe-integration		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false		[]	qmfe-sense-client	[]		[]	qmfe-integration	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	required		aoj2			[]					false	false				core,	true
qmfe-monitoring		[]		[]			[]		[]	#monitoring	#monitoring	#monitoring	workflow-automation	false		[]		[]		[]	qmfe-monitoring	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	phiols			[]					false	false	qmfe	qmfe-monitoring: component has 1 critical and high Dependendabot alerts, 	qmfe-monitoring: component has 1 high Dependendabot alerts, qmfe-monitoring: component is part of QCS, QCG or LEF but the latest release tag (=v0.36.2) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
qmfe-sense-client-basement		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false		[]	qmfe-sense-client-basement	[]		[]	qmfe-sense-client-basement	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	gabbaxx			[]					false	false	qmfe		qmfe-sense-client-basement: Dependabot is not configured for component, qmfe-sense-client-basement: component is part of QCS, QCG or LEF but the latest release tag (=v0.3.1) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
qqk-sde-setup		[]	qqk-sde-setup	[]		qqk-sde-setup	[]		[]	#ai-platform-team-public	#ai-platform-team-public	#ai-platform-team-public	ai-platform	false		[]		[]		[]	qqk-sde-setup	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	KunLuoAlex			[]					false	false				core,	true
qsmq		[]		[]			[]	qsmq	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	qsmq	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			Configuration of the Qlik Sense MQ database		[]					false	false			qsmq: Dependabot is not configured for component, 	core,	true
quotas		[]	quotas	[]		quotas	[]		[]	#saas-quotas	#saas-quotas	#saas-quotas	license-dev	false		[]		[]		[]	quotas	required	not-applicable	required	required	required	required	required	required	required					required	required		larshelmer			[]	qcs-infra	https://metrics.qlikcloud.io/d/4jjOCL7Zz/quotas-metrics?var-datasource=qcs-prod	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/quotas/Playbook.md		false	false				core,qcs-infra	true
qv-migration-tool		[]		[]			[]	qv-migration-tool	[]	#pa_qlikview	#pa_qlikview	#pa_qlikview	qlikview-client-managed	false		[]		[]		[]	qv-migration-tool	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			QlikView Migration Tool		[]				QlikView Migration Tool	false	false			qv-migration-tool: Dependabot is not configured for component, 	core,	true
qvessbaseconnector		[]		[]			[]	qvessbaseconnector	[]	#connector-essbase-sdk	#enterprise_connectors	#connector-essbase-sdk	enterprise-connectors	false		[]		[]		[]	qvessbaseconnector	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		ElenaStepchenkova			[]				Qlik Essbase Connector	false	false				core,	true
qvodbcconnector		[]	data-connector-odbc	[]		data-connector-odbc	[]	qvodbcconnectorpackage	[]	#connector-odbc-sdk	#enterprise_connectors	#connector-odbc-sdk	enterprise-connectors	false		[]		[]		[]	qvodbcconnectorpackage	required	required	required	required	required	required	required	required	required					required	required		ElenaStepchenkova			[]	data-connectors	https://metrics.qlikcloud.io/d/RbQ2Vc7Zz/data-connectors-dashboard?orgId=1&var-datasource=qcs-prod&var-account=qcs-prod&var-environment=prod&var-region=All&var-connector=odbc&var-connectorPodType=All&var-maxReloads=3&var-podInstance=All&var-reloadVariant=rld&var-timerange=10m	https://github.com/qlik-trial/qvodbcconnector/blob/master/docs/playbook.md	Qlik ODBC Connector	false	false				enterprise-connectors	true
qvrestconnector		[]	data-connector-rest	[]		data-connector-rest	[]	qvrestconnector	[]	#connector-rest-sdk	#enterprise_connectors	#connector-rest-sdk	enterprise-connectors	false		[]		[]		[]	qvrestconnector	required	required	required	required	required	required	required	required	required					required	required		ElenaStepchenkova			[]	data-connectors	https://metrics.qlikcloud.io/d/RbQ2Vc7Zz/data-connectors-dashboard?orgId=1&var-datasource=qcs-prod&var-account=qcs-prod&var-environment=prod&var-region=All&var-connector=rest&var-connectorPodType=All&var-maxReloads=3&var-podInstance=All&var-reloadVariant=rld&var-timerange=10m	https://github.com/qlik-trial/qvrestconnector/blob/master/docs/playbook.md	Qlik REST Connector	false	false				enterprise-connectors	true
qvsalesforceconnector		[]	data-connector-sfdc	[]		data-connector-sfdc	[]	qvsalesforceconnector	[]	#connector-sfdc-sdk	#enterprise_connectors	#connector-sfdc-sdk	enterprise-connectors	false		[]		[]		[]	qvsalesforceconnector	required	required	required	required	required	required	required	required	required					required	required		ElenaStepchenkova			[]	data-connectors	https://metrics.qlikcloud.io/d/RbQ2Vc7Zz/data-connectors-dashboard?orgId=1&var-datasource=qcs-prod&var-account=qcs-prod&var-environment=prod&var-region=All&var-connector=sfdc&var-connectorPodType=All&var-maxReloads=3&var-podInstance=All&var-reloadVariant=rld&var-timerange=10m	https://github.com/qlik-trial/qvsalesforceconnector/blob/master/docs/playbook.md	Qlik Salesforce Connector	false	false				enterprise-connectors	true
qwc-integrated		[]	data-connector-qwc	[]		data-connector-qwc	[]	qlikwebconnectors-sense	[]	#qwc_release	#qwc_release	#qwc_release	qwc	false		[]		[]		[]	qlikwebconnectors-sense	required	required	required	required	required	required	required	required	required					required	required		nb77qlik	Sense integrated version of Qlik Web Connectors (formerly QVSource)		[]	data-connectors	https://metrics.qlikcloud.io/d/AbBCVprmk/data-connector-qwc-rld-metrics	https://github.com/qlik-trial/qwc-integrated/blob/master/docs/playbook.md		false	false				core,data-connectors	true
qwc-standalone		[]		[]			[]	qlikwebconnectors	[]	#st-webconnector	#qwc_release	#st-webconnector	qwc	false		[]		[]		[]	qwc-standalone	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			Standalone version of Qlik Web Connector (formerly QVSource)		[]				Qlik Web Connectors (Standalone)	false	false				core,	true
rate-limiter		[]	rate-limiter	[]		rate-limiter	[]		[]	#saas-rate-limiter	#saas-rate-limiter-bots	#saas-rate-limiter	platform-usage-services	false		[]		[]		[]	rate-limiter	required	not-applicable	required	required	required	required	required	required	required					required	required		wadje44			[]	qcs-infra	https://metrics.qlikcloud.io/d/PpEY_Fznk/rate-limiter-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/rate-limiter/Playbook.md		false	false				core,qcs-infra	true
react-native-sn-text-image		[]		[]			[]		[]	#mobile_desktop_triad	#dev-md-jenkins	#mobile_desktop_triad	mobile-desktop	false		[]	react-native-sn-text-image	[]		[]	react-native-sn-text-image	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		enell			[]					false	false				core,	true
redis-queues		[]		[]	redis-queues		[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	redis-queues	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
reference-component-go		[]	reference-component-go	[]		reference-component-go	[]		[]	#toolkits-and-deployments-public	#toolkits-and-deployments-public	#toolkits-and-deployments-public	toolkits-and-deployments	false		[]		[]		[]	reference-component-go	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		jaredlueck	Reference component written in Go		[]					false	false		reference-component-go: component has 6 critical and high Dependendabot alerts, 	reference-component-go: component has 6 high Dependendabot alerts, reference-component-go: Dependabot is not configured for component, 	core,	true
reference-component-node		[]	reference-component-node	[]		reference-component-node	[]		[]	#toolkits-and-deployments-public	#toolkits-and-deployments-public	#toolkits-and-deployments-public	toolkits-and-deployments	false		[]		[]		[]	reference-component-node	required	not-applicable	required	required	required	required	required	not-applicable	not-applicable					required	required		jaredlueck	Reference component written in Node		[]					false	false				core,	true
reload-tasks		[]	reload-tasks	[]		reload-tasks	[]		[]	#app_placement_reload	#elastic_reloads	#app_placement_reload_alerts	app-placement-reload	false		[]		[]		[]	reload-tasks	required	not-applicable	required	required	required	required	required	required	required					required	required		JohnnieLi			[]	data-reload	https://metrics.qlikcloud.io/d/fijVpKIgs/reload-tasks-metrics?orgId=1	https://github.com/qlik-trial/apr-info/blob/main/reload-tasks/playbook.md		false	false			reload-tasks: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-03-28 22:27:42 +0000 UTC), 	core,data-reload	true
replicate		[]		[]			[]		[]	#qdi-replicate	#qdi-replicate	#qdi-replicate	adi-replicate-engine	false		[]		[]		[]	replicate	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]				Qlik Replicate	false	false				core,	true
replicate-agent-service		[]	replicate-agent-service	[]		replicate-agent-service	[]		[]	#dis-core-scrumteam	#dis-core-scrumteam	#dis-core-scrumteam	dis-core	false		[]		[]		[]	replicate-agent-service	required	not-applicable	required	required	required	required	required	required	required					required	required		mahmoud-aamar			[]	data-integration	https://metrics.qlikcloud.io/d/575757429b-a190-424c/qdi-replicate-agent-service?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/replicate-agent-service/Playbook.md		false	false			replicate-agent-service: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), replicate-agent-service: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-04-24 10:38:57 +0000 UTC), 	core,data-integration	true
repnigma-go		[]		[]	repnigma-go		[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	repnigma-go	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
reporting-composer		[]	reporting-composer	[]			[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	reporting-composer	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		vus-qlik			[]	reporting				false	false				core,reporting	true
reporting-generator		[]	reporting-generator	[]		reporting-generator	[]		[]	#dev_office365_addins	#dev_office365_addins	#dev_office365_addins	office-add-ins	false		[]		[]		[]	reporting-generator	required	not-applicable	required	required	required	required	required	required	required					required	required		vanni-giachin	Reporting generator service		[]	reporting	https://metrics.qlikcloud.io/d/-iPGHkx7k/reporting-generator-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/reporting-generator/Playbook.md		false	false				core,reporting	true
reporting-proxy		[]	reporting-proxy	[]			[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	reporting-proxy	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		maurovisonaqlik			[]	reporting				true	false				core,reporting	true
reporting-service		[]	reporting-service	[]		reporting	[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	reporting-service	required	not-applicable	required	required	required	required	required	required	required					required	required		avb-qlik			[]	reporting	https://metrics.qlikcloud.io/d/000000167/reporting-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/reporting/Playbook.md		false	false				core,reporting	true
reporting-service-build-tools		[]	reporting-service-build-tools	[]			[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	reporting-service-build-tools	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	nikimoro-qlik			[]					false	false				core,	true
reporting-templates		[]	reporting-templates	[]		reporting-templates	[]		[]	#dev_office365_addins	#dev_office365_addins	#dev_office365_addins	office-add-ins	false		[]		[]		[]	reporting-templates	required	not-applicable	required	required	required	required	required	required	required					required	required		AndreaFrancoQlik	Reporting templates service		[]	reporting	https://metrics.qlikcloud.io/d/FBnnpA4nk/reporting-templates-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/reporting-templates/playbook.md		false	false			reporting-templates: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-06-10 12:45:33 +0000 UTC), 	core,reporting	true
reporting-templates-toolkit		[]		[]			[]		[]	#dev_office365_addins	#dev_office365_addins	#dev_office365_addins	office-add-ins	false		[]		[]	Qlik.Reporting.Templates.Toolkit	[]	reporting-templates-toolkit	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			Parser and validation library for reporting-templates and reporting-generator services		[]					false	false				core,	true
reporting-ui		[]		[]			[]		[]	#reporting-ui	#dev_reporting	#reporting-ui	reporting	false		[]		[]		[]	reporting-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	massimilianog	microfrontends for Reporting		[]					false	false	qmfe			intake	true
reporting-web-renderer		[]	reporting-web-renderer	[]			[]		[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]	Qlik.Printing.WebRenderer	[]	reporting-web-renderer	required	not-applicable	not-applicable	required	required	required	required	required	required					required	required		maurovisonaqlik			[]	reporting				false	false				core,reporting	true
resource-contract		[]		[]		qlikcommon	[]		[]	#resource-contract	#resource-contract	#resource-contract	site-reliability-engineering	false		[]		[]		[]	resource-contract	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	not-applicable					[]					false	false			resource-contract: Dependabot is not configured for component, 	core,	true
resource-distribution		[]		[]			[]		[]	#hub_elastic	#hub_elastic	#hub_elastic	cognitive-visual-analytics	false	resource-distribution	[]		[]		[]	resource-distribution	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable			Service that syncs extensions between QSE and Elastic deployments.		[]					false	false		resource-distribution: component has 2 critical and high Dependendabot alerts, 	resource-distribution: Dependabot is not configured for component, 	core,	true
resource-library		[]	resource-library	[]		resource-library	[]		[]	#geoanalytics	#geoanalytics_ci	#geoanalytics	geoanalytics-visualizations	false		[]		[]		[]	resource-library	required	not-applicable	required	required	required	required	required	required	required					required	required		ymchandra			[]	integrations	https://metrics.qlikcloud.io/d/000000148/resource-library-metrics	https://github.com/qlik-trial/elastic/tree/master/docs/SRE-Partnerships/resource-library/Playbook.md		false	false			resource-library: component is part of QCS or QCG but keys operator is not enabled, , resource-library: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-10-24 06:21:08 +0000 UTC), 	core,integrations	true
saml-java-service		[]	saml-java-service	[]		saml-java-service	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	saml-java-service	required	not-applicable	required	required	required	required	required	required	required					required	required		IevgenTarasov	SAML-processing Service for QCS		[]	authentication	https://metrics.qlikcloud.io/d/f5f6d2c1-5eda-4f20-9ba2-021d29b93680/saml-service-metrics	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/saml-java-service/Playbook.md		false	false			saml-java-service: component is part of QCS, QCG or LEF but the latest release tag (=v0.0.19) is below v1.0.0 which indicates that the version is not ready for production, 	core,authentication	true
sap-connector-bw		[]	data-connector-sap-bw	[]		data-connector-sap-bw	[]	qvsapbwconnector	[]	#sap_connectors	#sap_connectors	#sap_connectors	sap	false		[]		[]		[]	data-connector-sap-bw	required	required	not-applicable	required	required	required	required	required	required					required	required		Thompa78	Data Connector SAP BW		[]	data-connectors	https://metrics.qlikcloud.io/d/0qdOKXRGz/data-connector-sap-bw-cmd?orgId=1	https://github.com/qlik-trial/sap-connector-bw/blob/master/docs/playbook.md		false	false				core,data-connectors	true
sap-connector-installation-pkg		[]		[]			[]	sap-connector-installation-pkg	[]	#sap_connectors	#sap_connectors	#sap_connectors	sap	false		[]		[]		[]	sap-connector-installation-pkg	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		Thompa78			[]				Qlik Connector for use with SAP NetWeaver(R)	false	false			sap-connector-installation-pkg: Dependabot is not configured for component, 	core,	true
sap-connector-package		[]	data-connector-sap-package	[]		data-connector-sap-package	[]	sap-connector-package	[]	#sap_connectors	#sap_connectors	#sap_connectors	sap	false		[]		[]		[]	data-connector-sap-package	required	required	not-applicable	required	required	required	required	required	required					required	required		Thompa78	Data Connector SAP Package		[]	data-connectors	https://metrics.qlikcloud.io/goto/hz8JVXcIg?orgId=1	https://github.com/qlik-trial/sap-connector-package/blob/master/docs/playbook.md		false	false				core,data-connectors	true
sap-connector-sql		[]	data-connector-sap-sql	[]		data-connector-sap-sql	[]	qvsapsqlconnector	[]	#sap_connectors	#sap_connectors	#sap_connectors	sap	false		[]		[]		[]	data-connector-sap-sql	required	required	not-applicable	required	required	required	required	required	required					required	required		Thompa78	Data Connector SAP SQL		[]	data-connectors	https://metrics.qlikcloud.io/d/R6Eg8g3mk/data-connector-sap-sql-cmd-metrics?orgId=1	https://github.com/qlik-trial/sap-connector-sql/blob/master/docs/playbook.md		false	false				core,data-connectors	true
scopes		[]	scopes	[]		scopes	[]		[]	#authentication-and-identity-team	#idmgmt_alerts	#idmgmt_alerts	cloud_id_mgmt	false		[]		[]		[]	scopes	required	not-applicable	required	required	required	required	required	required	required					required	required		uritrejo			[]	access-controls	https://metrics.qlikcloud.io/d/ZXkOIn-nk/scopes-metrics?orgId=1	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/scopes/Playbook.md		false	false			scopes: component is part of QCS or QCG but Used qlikCommonVersion (=3.6.0) does not meet criteria for required version (=3.7.2), scopes: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2022-09-14 13:22:58 +0000 UTC), 	core,access-controls	true
sde-infra		[]		[]			[]		[]	#sde-support	#sde-internal	#sde-support	platform-engineering	false		[]		[]		[]	sde-infra	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false			sde-infra: ciChampion (=qliklars) is not a valid Github user in the qlik-trial organization, 	core,	true
sealed-secrets		[]		[]		qlik-sealed-secrets	[]		[]	#sre	#sre_releases	#sre	site-reliability-engineering	false		[]		[]		[]	sealed-secrets	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					not-applicable	required		dsmith-qlik			[]	qcs-infra				false	false			sealed-secrets: Dependabot is not configured for component, 	core,qcs-infra	true
sealed-secrets-generator		[]	sealed-secrets-generator	[]		sealed-secrets-generator	[]		[]	#ask-software-factory	#toolkits-and-deployments-public	#ask-software-factory	software-factory	false		[]		[]		[]	sealed-secrets-generator	required	not-applicable	not-applicable	required	required	required	required	required	not-applicable					required	required		EtienneDufresne	sealed-secrets-generator performs automation to read secrets from vault and encrypt them.		[]					false	false				core,	true
semantic-dictionary-ui		[]		[]			[]		[]	#eng-semantic-dictionary-ui	#eng-semantic-dictionary-ui-bot	#eng-semantic-dictionary-ui	talend-read-only	false		[]		[]		[]	semantic-dictionary-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable	required	romainseb	Semantic Dictionary is a web application that allows users to create and manage a dictionary of semantic types and their definitions.		[]					false	false		semantic-dictionary-ui: component has 1 critical and high Dependendabot alerts, 	semantic-dictionary-ui: component has 1 high Dependendabot alerts, semantic-dictionary-ui: Dependabot is not configured for component, 	intake	true
semantic-types		[]	semantic-types	[]		semantic-types	[]		[]	#ask-data-governance	#dgt-monitoring	#ask-data-governance	data-governance-contributors	false		[]		[]		[]	semantic-types	required	not-applicable	required	required	required	required	required	required	not-applicable				required	required	required		wru-talend			[]					false	false				core,	true
sense-client		[]		[]			[]		[]	#sense_client	#sense-client-ci	#sense_client	visualizations-properties	false	client	[]		[]		[]	client	required	not-applicable	required	required	not-applicable	required	required	required	required					required	not-applicable	required	Caele			[]	analytics				false	false			sense-client: has no team assigned in Jira, 	intake	true
sense-demoapps		[]		[]			[]	demoapps	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	demoapps	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
sense-hub-ui		[]		[]			[]		[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false	hub-ui	[]	sense-hub-ui	[]		[]	sense-hub-ui	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		sense-hub-ui: component has 1 critical and high Dependendabot alerts, 		core,	true
sense-load-model		[]		[]			[]		[]	#sense-load-model-ci	#sense-load-model-ci	#sense-load-model-ci	cognitive-services	false		[]	sense-load-model	[]		[]	sense-load-model	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable		dhrubomoy			[]					false	false			sense-load-model: Dependabot is not configured for component, 	core,	true
sense-mediacontent		[]		[]			[]	mediacontent	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	mediacontent	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable				[]					false	false				core,	true
sense-postgresql		[]		[]			[]	qlik-postgresql	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	qlik-postgresql	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			sense-postgresql: Dependabot is not configured for component, 	core,	true
sense-postgresql-125		[]		[]			[]	qlik-postgresql-125	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	qlik-postgresql-125	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			sense-postgresql-125: Dependabot is not configured for component, 	core,	true
sense-printing		[]		[]			[]	printing	[]	#dev_reporting	#dev_reporting	#dev_reporting	reporting	false		[]		[]		[]	printing	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
sense-qmc-ui		[]		[]			[]	qmc	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	qmc	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			sense-qmc-ui: Dependabot is not configured for component, 	core,	true
sense-themes-default		[]		[]			[]		[]	#visualization_and_authoring_public	#visualization_and_authoring_public	#visualization_and_authoring_public	visualizations-authoring	false		[]	sense-themes-default	[]		[]	sense-themes-default	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false				core,	true
sense-tools-nnet-log		[]		[]			[]	sense-tools-nnet-log	[]	#cf_tools	#cf_tools	#cf_tools	customerfirstqda	false		[]		[]		[]	sense-tools-nnet-log	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			sense-tools-nnet-log: Dependabot is not configured for component, 	core,	true
sensei-codearea		[]		[]			[]		[]	#dataprep-and-insights	#dataprep-and-insights	#dataprep-and-insights	data-prep-and-insights	false		[]	sensei-codearea	[]		[]	sensei-codearea	required	not-applicable	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false		sensei-codearea: component has 2 critical and high Dependendabot alerts, 	sensei-codearea: component has 2 high Dependendabot alerts, sensei-codearea: Dependabot is not configured for component, 	core,	true
service-dispatcher		[]		[]			[]	servicedispatcher	[]	#sense_windows_platform_public	#sense_windows_platform_bot	#sense_windows_platform_public	sense-windows-platform	false		[]		[]		[]	servicedispatcher	required	required	not-applicable	required	not-applicable	required	required	not-applicable	not-applicable					required	not-applicable					[]					false	false			service-dispatcher: Dependabot is not configured for component, 	core,	true
sharing-service		[]	sharing	[]		sharing	[]		[]	#cloud-alerting-services-pub	#qcs-sharing-service	#cloud-alerting-services-pub	cloud-alerting-services	false		[]		[]		[]	sharing	required	not-applicable	required	required	required	required	required	required	required					required	required		paramtrivedi			[]	alerting	https://metrics.qlikcloud.io/d/YRTOyfxWz/sharing-metrics	https://github.com/qlik-trial/elastic/blob/master/docs/SRE-Partnerships/sharing/Playbook.md		false	false			sharing-service: component is part of QCS or QCG but playbookUrl was last updated more than half a year ago (2023-01-25 20:18:36 +0000 UTC), 	core,alerting	true
sigsci-agent-docker		[]	sigsci-agent-docker	[]			[]		[]	#sre_security_alerts	#sre_services	#sre_security_alerts	devsecops	false		[]		[]		[]	sigsci-agent-docker	required	not-applicable	not-applicable	required	required	required	required	not-applicable	not-applicable					required	required					[]					false	false				core,	true
sigsci-waf		[]		[]		sigsci-waf	[]		[]	#talend-qlik-pipeline	#talend-qlik-pipeline	#talend-qlik-pipeline	talend-read-only	false		[]		[]		[]	sigsci-waf	required	not-applicable	not-applicable	not-applicable	required	required	required	not-applicable	not-applicable					not-applicable	required					[]					false	false			sigsci-waf: Dependabot is not configured for component, 	core,	true
single-spa-qvangular		[]		[]			[]		[]	#frontend-core-team	#frontend-core-ci	#frontend-core-team	frontend-core	false		[]	single-spa-qvangular	[]		[]	single-spa-qvangular	required	not-applicable	not-applicable	required	not-applicable	required	required	required	required					required	not-applicable	required	gabbaxx	the core jquery, angular, qvangular and leonardo pieces from the sense-client adapted for the qmfe platform		[]					false	false	qmfe	single-spa-qvangular: component has 2 critical and high Dependendabot alerts, 	single-spa-qvangular: component has 2 high Dependendabot alerts, single-spa-qvangular: component is part of QCS, QCG or LEF but the latest release tag (=v0.2.7) is below v1.0.0 which indicates that the version is not ready for production, 	intake	true
solace		[]		[]		solace-pubsubplus-ha	[]		[]	#message_queue	#message_queue	#message_queue	messaging	false		[]		[]		[]	solace	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable	not-applicable					not-applicable	not-applicable	not-applicable	fowlerp-qlik			[]	qcs-infra				false	false				core,qcs-infra	true
